Item Brand Name,Model ,Num Units Sold,Sale Amount,GP,GM%,GPROI,Avg. Compdaystosell,Avg. Sale Amount,Current Inventory ,Posted Inventory ,Current Inventory  Cost,Rank of Num Units Sold along Model 
Rolex,116610LN-0001,51,"$664,170 ","$101,847 ",15%,0.77,73,"$12,076 ",15,4,"$167,048 ",1
Rolex,126610LV-0002,50,"$1,051,765 ","$152,596 ",15%,0.94,57,"$20,226 ",16,9,"$292,626 ",2
Rolex,126610LN-0001,50,"$801,194 ","$93,475 ",12%,1.13,38,"$14,837 ",17,5,"$229,325 ",2
Rolex,116500LN-0001,49,"$1,908,173 ","$211,277 ",11%,0.7,58,"$38,942 ",20,8,"$782,607 ",4
Rolex,116610LV-0002,47,"$1,083,205 ","$218,387 ",20%,0.92,80,"$21,239 ",45,8,"$880,567 ",5
Rolex,124060-0001,43,"$613,830 ","$87,870 ",14%,1.12,46,"$12,527 ",9,4,"$111,350 ",6
Rolex,16610 BLK OYS,42,"$468,906 ","$104,792 ",22%,0.93,88,"$9,769 ",39,8,"$358,271 ",7
Rolex,126600-0001,42,"$651,902 ","$100,154 ",15%,0.73,77,"$13,581 ",13,9,"$168,552 ",7
Rolex,214270-0003,33,"$357,948 ","$83,571 ",23%,0.78,109,"$10,227 ",20,4,"$167,381 ",9
Rolex,114060-0002,33,"$429,405 ","$101,222 ",24%,1.12,77,"$12,269 ",23,7,"$237,374 ",9
Rolex,116500LN-0002,32,"$1,139,576 ","$202,803 ",18%,0.83,78,"$33,517 ",16,3,"$516,998 ",11
Rolex,116400GV-0001,32,"$346,084 ","$58,438 ",17%,0.89,69,"$8,652 ",22,6,"$197,137 ",11
Rolex,16570 BLK IX OYS,31,"$279,508 ","$57,793 ",21%,0.51,147,"$7,554 ",58,4,"$412,352 ",13
Rolex,116900-0001,31,"$288,330 ","$50,770 ",18%,0.93,69,"$9,301 ",26,9,"$242,208 ",13
Rolex,116710LN-0001,28,"$386,081 ","$74,921 ",19%,1.13,62,"$12,869 ",14,3,"$155,052 ",15
Rolex,126710BLRO-0001,26,"$606,840 ","$122,863 ",20%,1.26,59,"$23,340 ",21,10,"$460,873 ",16
Rolex,126710BLNR-0002,26,"$522,093 ","$96,557 ",18%,1.53,44,"$20,080 ",21,8,"$377,484 ",16
Rolex,16570 WHT IX OYS,25,"$246,050 ","$57,884 ",24%,1.02,84,"$9,842 ",32,6,"$245,341 ",18
Rolex,216570-0001,24,"$311,398 ","$82,775 ",27%,0.68,142,"$11,977 ",19,5,"$196,949 ",19
Rolex,216570-0002,23,"$269,686 ","$61,544 ",23%,0.04,"2,259","$11,725 ",24,7,"$226,537 ",20
Rolex,116613LB-0005,23,"$364,715 ","$61,676 ",17%,0.99,62,"$14,589 ",16,3,"$229,450 ",20
Rolex,16613 BLU IX OYS,22,"$254,745 ","$48,662 ",19%,0.82,85,"$11,579 ",19,3,"$189,386 ",22
Rolex,116660-0001,22,"$262,479 ","$49,768 ",19%,0.7,98,"$10,937 ",11,1,"$110,881 ",22
Rolex,126711CHNR-0002,21,"$483,334 ","$92,324 ",19%,1.33,53,"$23,016 ",10,6,"$215,529 ",24
Rolex,116520-0016,21,"$597,663 ","$126,954 ",21%,0.87,89,"$25,985 ",18,6,"$433,396 ",24
Rolex,114270-0001,21,"$158,507 ","$27,401 ",17%,0.57,110,"$5,466 ",54,9,"$329,448 ",24
Rolex,16622 PT IX OYS,20,"$204,055 ","$45,447 ",22%,1.26,65,"$10,203 ",17,3,"$138,925 ",27
Rolex,124270-0001,20,"$197,728 ","$28,861 ",15%,0.8,67,"$7,605 ",16,5,"$133,173 ",27
Rolex,126660-0002,19,"$335,296 ","$62,003 ",18%,1.4,48,"$17,647 ",16,8,"$242,556 ",29
Rolex,116710BLNR-0002,19,"$334,176 ","$72,153 ",22%,0.97,81,"$15,913 ",24,11,"$391,081 ",29
Rolex,116400GV-0002,19,"$230,904 ","$53,207 ",23%,1.33,63,"$12,153 ",17,6,"$176,704 ",29
Rolex,326934-0003,17,"$521,042 ","$83,628 ",16%,1,59,"$30,650 ",15,7,"$432,563 ",32
Rolex,126613LB-0002,16,"$311,750 ","$38,149 ",12%,1.05,42,"$19,484 ",10,8,"$189,960 ",33
Rolex,126300-0001,16,"$168,734 ","$32,957 ",20%,1.09,66,"$10,546 ",14,2,"$128,237 ",33
Rolex,226659-0002,15,"$502,740 ","$83,055 ",17%,0.73,82,"$26,460 ",8,4,"$226,675 ",35
Rolex,126710BLNR-0003,15,"$311,599 ","$53,131 ",17%,1.89,33,"$20,773 ",6,1,"$114,500 ",35
Rolex,116520-0015,15,"$398,166 ","$60,684 ",15%,0.91,61,"$23,422 ",20,5,"$464,154 ",35
Rolex,16233 CHP IX JUB,13,"$88,691 ","$22,673 ",26%,0.66,140,"$5,913 ",17,1,"$87,619 ",38
Rolex,124300-0005,13,"$193,062 ","$45,537 ",24%,2.38,36,"$12,871 ",6,4,"$77,611 ",38
Rolex,126603-0001,12,"$213,228 ","$28,710 ",13%,0.62,79,"$15,231 ",10,3,"$157,207 ",40
Rolex,124300-0003,12,"$127,915 ","$25,613 ",20%,2.03,36,"$10,660 ",1,1,"$8,800 ",40
Rolex,116619LB-0001,12,"$545,708 ","$118,301 ",22%,0.77,102,"$45,476 ",8,4,"$317,003 ",40
Rolex,16710 COKE OYS,11,"$138,749 ","$33,282 ",24%,1.27,69,"$12,614 ",11,0,"$123,121 ",43
Rolex,16600 BLK IX OYS,11,"$115,014 ","$25,841 ",22%,0.86,96,"$8,847 ",21,9,"$181,321 ",43
Rolex,16610LV,10,"$199,686 ","$53,769 ",27%,0.94,104,"$19,969 ",9,3,"$127,500 ",45
Rolex,126715CHNR-0001,10,"$478,033 ","$43,299 ",9%,0.65,51,"$47,803 ",6,5,"$290,719 ",45
Rolex,126660-0001,10,"$142,550 ","$28,946 ",20%,0.69,107,"$14,255 ",9,1,"$104,984 ",45
Rolex,126334-0002,10,"$137,905 ","$33,271 ",24%,1.45,61,"$13,791 ",4,0,"$47,800 ",45
Rolex,116508-0013,10,"$947,008 ","$159,084 ",17%,0.51,120,"$67,643 ",5,3,"$454,244 ",45
Rolex,226570-0002,9,"$125,513 ","$24,718 ",20%,1.46,49,"$13,946 ",1,1,"$10,000 ",50
Rolex,1675 BLK PEP OYS,9,"$126,943 ","$30,844 ",24%,0.7,127,"$14,105 ",1,0,"$14,000 ",50
Rolex,16233 CHP DI JUB,9,"$65,000 ","$12,897 ",20%,0.7,104,"$5,909 ",10,1,"$59,000 ",50
Rolex,124300-0006,9,"$286,887 ","$45,288 ",16%,1.66,35,"$31,876 ",5,1,"$141,077 ",50
Rolex,124300-0001,9,"$82,746 ","$21,479 ",26%,1.54,61,"$9,194 ",1,1,"$8,603 ",50
Rolex,116681-0001,9,"$207,267 ","$35,699 ",17%,0.56,112,"$23,030 ",23,4,"$512,439 ",50
Rolex,116680-0002,9,"$192,563 ","$33,898 ",18%,0.79,82,"$21,396 ",12,1,"$214,171 ",50
Rolex,116613LN-0001,9,"$128,742 ","$24,905 ",19%,1.36,52,"$14,305 ",7,2,"$92,570 ",50
Rolex,116519LN-0024,9,"$438,558 ","$93,599 ",21%,1.22,64,"$48,729 ",4,2,"$168,000 ",50
Rolex,69173 CHP IX JUB,8,"$31,496 ","$5,536 ",18%,0.4,162,"$3,937 ",26,3,"$98,683 ",59
Rolex,226570-0001,8,"$119,691 ","$24,391 ",20%,1.16,64,"$14,961 ",2,0,"$22,644 ",59
Rolex,14060M-0001,8,"$87,161 ","$20,589 ",24%,0.92,94,"$10,895 ",5,0,"$45,600 ",59
Rolex,116600-0003,8,"$129,456 ","$21,380 ",17%,0.93,65,"$16,182 ",3,1,"$38,500 ",59
Rolex,116509-0071,8,"$467,147 ","$100,089 ",21%,1.52,51,"$58,393 ",4,1,"$175,951 ",59
Rolex,116234-0081,8,"$64,455 ","$12,407 ",19%,0.65,109,"$8,057 ",6,0,"$40,175 ",59
Rolex,116200-0059,8,"$56,325 ","$9,218 ",16%,0.44,136,"$5,633 ",16,1,"$98,121 ",59
Rolex,116200-0056,8,"$59,216 ","$10,658 ",18%,0.52,127,"$5,922 ",14,1,"$87,039 ",59
Rolex,16613 STL SER OYS,7,"$100,278 ","$25,951 ",26%,1.08,87,"$14,325 ",4,0,"$49,574 ",67
Rolex,16613 BLK IX OYS,7,"$73,600 ","$11,407 ",15%,0.92,62,"$10,514 ",5,0,"$56,725 ",67
Rolex,126710BLRO-0002,7,"$181,674 ","$36,156 ",20%,4.69,16,"$25,953 ",2,0,"$36,000 ",67
Rolex,116660-0003,7,"$97,650 ","$19,402 ",20%,0.47,154,"$13,950 ",6,0,"$81,150 ",67
Rolex,116622-0003,7,"$101,950 ","$10,493 ",10%,0.39,96,"$14,564 ",3,2,"$34,056 ",67
Rolex,116506-0001,7,"$863,640 ","$175,717 ",20%,0.99,75,"$123,377 ",2,1,"$207,000 ",67
Rolex,116400-0002,7,"$75,303 ","$22,179 ",29%,3.66,29,"$10,758 ",11,2,"$91,434 ",67
Rolex,116400-0001,7,"$68,749 ","$16,464 ",24%,1.11,79,"$9,821 ",14,3,"$117,040 ",67
Rolex,69173 CHP DI JUB,6,"$30,818 ","$8,000 ",26%,0.77,123,"$5,136 ",18,0,"$66,250 ",75
Rolex,326934-0004,6,"$198,074 ","$31,945 ",16%,2.03,29,"$33,012 ",7,3,"$207,025 ",75
Rolex,326933-0001,6,"$137,390 ","$24,773 ",18%,0.48,136,"$17,174 ",10,5,"$197,857 ",75
Rolex,214270-0001,6,"$56,440 ","$11,388 ",20%,0.8,93,"$7,055 ",12,3,"$92,081 ",75
Rolex,18038 CHP IX PRE,6,"$92,905 ","$24,036 ",26%,0.95,99,"$15,484 ",6,1,"$81,791 ",75
Rolex,126622-0002,6,"$96,600 ","$20,175 ",21%,3.18,24,"$16,100 ",2,0,"$24,700 ",75
Rolex,126613LN-0002,6,"$117,198 ","$19,871 ",17%,1.91,32,"$19,533 ",6,1,"$96,903 ",75
Rolex,126333-0020,6,"$90,295 ","$11,693 ",13%,0.36,132,"$15,049 ",6,0,"$81,850 ",75
Rolex,126331-0016,6,"$95,976 ","$18,106 ",19%,1.11,62,"$15,996 ",0,0,$0 ,75
Rolex,126300-0012,6,"$62,031 ","$9,613 ",15%,0.99,57,"$10,339 ",7,1,"$66,500 ",75
Rolex,126300-0007,6,"$60,143 ","$12,189 ",20%,0.64,116,"$10,024 ",8,2,"$71,750 ",75
Rolex,126234-0045,6,"$75,610 ","$19,159 ",25%,,,"$12,602 ",0,0,$0 ,75
Rolex,126234-0017,6,"$62,671 ","$15,401 ",25%,1.64,55,"$10,445 ",4,1,"$37,500 ",75
Rolex,126200-0005,6,"$55,265 ","$8,875 ",16%,0.93,63,"$6,908 ",0,0,$0 ,75
Rolex,126000-0005,6,"$70,400 ","$15,995 ",23%,1.63,51,"$11,733 ",5,2,"$50,218 ",75
Rolex,124300-0002,6,"$52,675 ","$14,507 ",28%,1.67,60,"$8,779 ",1,1,"$8,000 ",75
Rolex,124273-0001,6,"$79,600 ","$12,125 ",15%,0.26,216,"$13,267 ",5,3,"$52,731 ",75
Rolex,116719BLRO-0001,6,"$239,386 ","$51,652 ",22%,0.56,141,"$39,898 ",0,0,$0 ,75
Rolex,116680-0001,6,"$121,768 ","$23,010 ",19%,0.87,79,"$15,221 ",26,8,"$461,702 ",75
Rolex,116622-0001,6,"$84,068 ","$15,221 ",18%,1.05,63,"$14,011 ",3,0,"$36,200 ",75
Rolex,116515LN-0041,6,"$327,615 ","$68,063 ",21%,1.27,60,"$54,603 ",2,2,"$85,750 ",75
Rolex,116503-0004,6,"$143,768 ","$35,355 ",25%,1.61,56,"$23,961 ",0,0,$0 ,75
Rolex,116333-0006,6,"$73,650 ","$8,387 ",11%,0.33,126,"$12,275 ",11,3,"$123,176 ",75
Rolex,116333-0001,6,"$85,245 ","$17,626 ",21%,0.71,106,"$14,208 ",10,1,"$118,590 ",75
Rolex,116300-0001,6,"$52,050 ","$7,647 ",15%,0.57,95,"$6,506 ",15,4,"$128,237 ",75
Rolex,116200-0055,6,"$43,800 ","$5,208 ",12%,0.6,72,"$7,300 ",16,3,"$96,998 ",75
Rolex,114300-0004,6,"$55,215 ","$13,138 ",24%,1.49,58,"$9,202 ",5,2,"$30,605 ",75
Rolex,16713,5,"$55,861 ","$11,311 ",20%,0.86,86,"$7,980 ",3,2,"$27,598 ",102
Rolex,16013 CHP IX JUB,5,"$28,600 ","$7,107 ",25%,0.82,110,"$5,720 ",6,0,"$24,027 ",102
Rolex,14270 BLK OYS,5,"$36,200 ","$7,393 ",20%,0.77,97,"$7,240 ",17,1,"$99,466 ",102
Rolex,14000 SLT IX OYS,5,"$24,358 ","$7,448 ",31%,0.55,204,"$4,872 ",1,0,"$3,500 ",102
Rolex,126719BLRO-0002,5,"$407,500 ","$124,285 ",30%,1.43,78,"$81,500 ",2,1,"$118,750 ",102
Rolex,126334-0025,5,"$58,804 ","$10,309 ",18%,1.11,58,"$11,761 ",0,0,$0 ,102
Rolex,126334-0001,5,"$58,350 ","$12,776 ",22%,1.66,48,"$11,670 ",2,1,"$20,000 ",102
Rolex,126200-0006,5,"$41,127 ","$8,016 ",19%,0.95,75,"$8,225 ",2,0,"$14,800 ",102
Rolex,116681-0002,5,"$133,795 ","$25,065 ",19%,0.82,83,"$26,759 ",2,1,"$43,750 ",102
Rolex,116618LB-0003,5,"$211,343 ","$51,032 ",24%,1.17,76,"$42,269 ",3,1,"$117,376 ",102
Rolex,116595RBOW-0001,5,"$2,748,000 ","$546,650 ",20%,0.72,100,"$392,571 ",1,0,"$515,000 ",102
Rolex,116519LN-0027,5,"$247,167 ","$46,249 ",19%,3.2,21,"$49,433 ",1,1,"$50,000 ",102
Rolex,116509-0072,5,"$319,363 ","$64,209 ",20%,1.15,64,"$63,873 ",2,1,"$96,000 ",102
Rolex,116334-0002,5,"$47,462 ","$7,207 ",15%,0.35,160,"$6,780 ",11,2,"$99,300 ",102
Rolex,116200-0058,5,"$37,145 ","$7,028 ",19%,0.72,96,"$7,429 ",4,1,"$22,990 ",102
Rolex,114300-0001,5,"$39,826 ","$12,640 ",32%,1.57,74,"$5,689 ",0,0,$0 ,102
Rolex,69174 SLV IX JUB,4,"$16,636 ","$2,364 ",14%,0.39,135,"$4,159 ",6,0,"$18,800 ",118
Rolex,5500,4,"$23,450 ","$8,396 ",36%,9.33,14,"$5,863 ",5,0,"$18,250 ",118
Rolex,5241 GLC IX LTH,4,"$47,282 ","$14,043 ",30%,0.96,113,"$11,821 ",1,0,"$10,000 ",118
Rolex,326934-0002,4,"$111,900 ","$27,195 ",24%,1.27,70,"$27,975 ",0,0,$0 ,118
Rolex,326934-0001,4,"$98,038 ","$24,156 ",25%,9.99,9,"$24,509 ",3,1,"$59,015 ",118
Rolex,326933-0009,4,"$88,856 ","$18,427 ",21%,0.51,149,"$22,214 ",13,4,"$244,114 ",118
Rolex,228235-0025,4,"$255,968 ","$59,947 ",23%,1.71,50,"$42,661 ",0,0,$0 ,118
Rolex,18238,4,"$162,304 ","$12,488 ",8%,0.51,55,"$40,576 ",10,1,"$203,300 ",118
Rolex,177200-0009,4,"$20,784 ","$6,552 ",32%,1.32,87,"$5,196 ",2,1,"$6,476 ",118
Rolex,168622-0004,4,"$28,450 ","$6,208 ",22%,0.33,241,"$4,742 ",2,1,"$12,312 ",118
Rolex,16710 PEP OYS,4,"$59,794 ","$17,205 ",29%,0.5,209,"$14,948 ",3,1,"$30,550 ",118
Rolex,126619LB-0003,4,"$199,530 ","$35,155 ",18%,0.95,68,"$33,255 ",3,1,"$115,345 ",118
Rolex,126334-0016,4,"$59,450 ","$11,104 ",19%,0.68,100,"$14,863 ",0,0,$0 ,118
Rolex,126334-0014,4,"$49,284 ","$12,336 ",25%,1.07,86,"$12,321 ",9,2,"$98,175 ",118
Rolex,126333-0019,4,"$55,200 ","$7,251 ",13%,0.71,67,"$13,800 ",2,1,"$23,200 ",118
Rolex,126331-0002,4,"$60,032 ","$8,428 ",14%,2.4,21,"$15,008 ",7,1,"$103,288 ",118
Rolex,126300-0014,4,"$48,252 ","$8,870 ",18%,1.69,40,"$12,063 ",2,1,"$20,500 ",118
Rolex,126300-0008,4,"$41,750 ","$6,999 ",17%,0.85,72,"$10,438 ",5,1,"$48,300 ",118
Rolex,126300-0002,4,"$47,430 ","$10,788 ",23%,1.33,63,"$11,858 ",2,0,"$19,600 ",118
Rolex,126234-0016,4,"$38,810 ","$5,731 ",15%,0.47,116,"$9,703 ",0,0,$0 ,118
Rolex,126234-0015,4,"$39,547 ","$7,435 ",19%,1.32,52,"$6,591 ",5,0,"$42,600 ",118
Rolex,126234-0013,4,"$38,380 ","$7,946 ",21%,2.14,35,"$9,595 ",1,0,"$8,600 ",118
Rolex,126200-0002,4,"$32,356 ","$4,617 ",14%,2.17,24,"$8,089 ",4,1,"$26,715 ",118
Rolex,126000-0002,4,"$37,100 ","$11,616 ",31%,1.69,68,"$9,275 ",1,0,"$6,400 ",118
Rolex,124300-0007,4,"$69,963 ","$17,732 ",25%,2.29,40,"$17,491 ",3,1,"$42,335 ",118
Rolex,124300-0004,4,"$58,371 ","$12,771 ",22%,1.31,61,"$14,593 ",4,2,"$62,100 ",118
Rolex,124200-0001,4,"$29,261 ","$8,682 ",30%,0.71,153,"$7,315 ",1,1,"$7,319 ",118
Rolex,116659SABR-0001,4,"$562,028 ","$92,452 ",16%,0.35,172,"$140,507 ",0,0,$0 ,118
Rolex,116505-0008,4,"$209,283 ","$41,149 ",20%,0.79,91,"$52,321 ",1,0,"$52,000 ",118
Rolex,116334-0003,4,"$41,250 ","$5,656 ",14%,0.34,148,"$10,312 ",9,1,"$82,543 ",118
Rolex,116333-0007,4,"$53,703 ","$7,927 ",15%,0.74,73,"$13,426 ",5,0,"$61,650 ",118
Rolex,116234-0141,4,"$36,570 ","$6,332 ",17%,0.24,261,"$6,095 ",4,0,"$30,700 ",118
Rolex,116234-0086,4,"$33,175 ","$6,346 ",19%,0.78,89,"$8,294 ",10,0,"$68,876 ",118
Rolex,116233-0199,4,"$36,150 ","$5,456 ",15%,0.41,135,"$9,038 ",4,0,"$31,650 ",118
Rolex,116233-0156,4,"$39,375 ","$2,699 ",7%,0.1,258,"$6,563 ",7,1,"$64,436 ",118
Rolex,116233-0153,4,"$39,467 ","$4,874 ",12%,0.24,190,"$6,578 ",4,0,"$32,050 ",118
Rolex,116200-0062,4,"$31,600 ","$7,262 ",23%,0.41,205,"$7,900 ",10,0,"$62,350 ",118
Rolex,114300-0005,4,"$33,550 ","$8,486 ",25%,0.69,134,"$8,388 ",2,0,"$14,600 ",118
Rolex,114300-0003,4,"$32,319 ","$7,244 ",22%,0.62,132,"$8,080 ",3,1,"$15,600 ",118
Rolex,69173 BLK IN JUB,3,"$13,038 ","$3,727 ",29%,2.15,49,"$4,346 ",0,0,$0 ,157
Rolex,67193 CHP IX JUB,3,"$11,176 ","$3,089 ",28%,0.94,108,"$2,235 ",2,0,"$5,200 ",157
Rolex,5513 BLK IX OYS,3,"$38,490 ","$12,145 ",32%,1.42,81,"$12,830 ",6,4,"$60,595 ",157
Rolex,50525-0008,3,"$51,740 ","$15,720 ",30%,1.27,87,"$17,247 ",2,1,"$28,500 ",157
Rolex,326938-0003,3,"$168,500 ","$39,925 ",24%,0.69,125,"$56,167 ",0,0,$0 ,157
Rolex,326934-0005,3,"$77,478 ","$22,073 ",28%,1.37,76,"$25,826 ",3,3,"$60,057 ",157
Rolex,326933-0002,3,"$67,000 ","$10,284 ",15%,0.82,69,"$22,333 ",13,5,"$253,827 ",157
Rolex,277200-0003,3,"$18,934 ","$2,421 ",13%,0.29,161,"$6,311 ",2,0,"$10,250 ",157
Rolex,277200-0002,3,"$18,400 ","$2,500 ",14%,0.34,146,"$6,133 ",0,0,$0 ,157
Rolex,268621-0003,3,"$42,699 ","$12,497 ",29%,1.94,55,"$14,233 ",1,0,"$10,000 ",157
Rolex,228239-0033,3,"$152,590 ","$17,490 ",11%,1.31,32,"$50,863 ",1,1,"$40,000 ",157
Rolex,228239-0007,3,"$143,500 ","$24,649 ",17%,0.79,80,"$47,833 ",2,0,"$99,000 ",157
Rolex,228238-0003,3,"$129,000 ","$24,821 ",19%,0.6,118,"$43,000 ",2,1,"$79,500 ",157
Rolex,228235-0003,3,"$161,005 ","$36,745 ",23%,1.72,49,"$53,668 ",3,3,"$162,300 ",157
Rolex,18238 CHP IX PRES,3,"$54,525 ","$11,532 ",21%,0.65,118,"$7,789 ",3,0,"$47,264 ",157
Rolex,18038 SLV IX PRS,3,"$46,450 ","$10,084 ",22%,1.31,60,"$15,483 ",0,0,$0 ,157
Rolex,18038,3,"$65,258 ","$11,985 ",18%,1,67,"$13,052 ",5,1,"$69,636 ",157
Rolex,178240-0028,3,"$20,436 ","$6,119 ",30%,,,"$6,812 ",4,0,"$22,350 ",157
Rolex,169623 WHT OYS,3,"$22,160 ","$7,339 ",33%,1.09,111,"$7,387 ",5,2,"$26,533 ",157
Rolex,16808 BLU IX OYS,3,"$92,598 ","$20,576 ",22%,0.46,178,"$30,866 ",2,1,"$51,500 ",157
Rolex,168000,3,"$37,390 ","$8,414 ",23%,0.44,188,"$12,463 ",9,2,"$77,600 ",157
Rolex,16710LN,3,"$42,222 ","$9,018 ",21%,0.11,703,"$14,074 ",3,1,"$32,736 ",157
Rolex,16618 CHP SER OYS,3,"$110,147 ","$33,004 ",30%,0.86,127,"$36,716 ",0,0,$0 ,157
Rolex,16523 CHP IX OYS,3,"$60,600 ","$15,393 ",25%,1.27,73,"$20,200 ",2,1,"$29,346 ",157
Rolex,16520 WHT IX OYS,3,"$102,620 ","$28,139 ",27%,0.39,254,"$34,207 ",6,1,"$150,256 ",157
Rolex,16263 CHP IX JUB,3,"$20,250 ","$4,480 ",22%,0.88,92,"$6,750 ",0,0,$0 ,157
Rolex,16234 WHT ROM JUB,3,"$18,086 ","$4,085 ",23%,0.36,231,"$6,029 ",7,0,"$36,051 ",157
Rolex,16233 CHP SM DI JUB,3,"$20,933 ","$4,075 ",19%,0.7,102,"$6,978 ",5,0,"$28,100 ",157
Rolex,16233 BLU IX JUB,3,"$20,402 ","$5,940 ",29%,0.69,155,"$6,801 ",7,2,"$40,669 ",157
Rolex,16233 BLU GRD JUB,3,"$22,706 ","$5,987 ",26%,0.89,108,"$7,569 ",14,0,"$88,839 ",157
Rolex,16030,3,"$21,900 ","$8,921 ",41%,0.98,151,"$7,300 ",2,1,"$9,050 ",157
Rolex,16013 BLK PYR JUB,3,"$18,447 ","$5,425 ",29%,1.02,105,"$6,149 ",1,0,"$4,775 ",157
Rolex,15223,3,"$21,244 ","$7,603 ",36%,,,"$7,081 ",1,0,"$6,000 ",157
Rolex,15200 SLV IX OYS,3,"$12,810 ","$3,797 ",30%,2.08,52,"$4,270 ",1,0,"$2,100 ",157
Rolex,14060 BLK OYS,3,"$31,789 ","$8,680 ",27%,1.44,69,"$10,596 ",5,1,"$41,310 ",157
Rolex,126334-0026,3,"$41,436 ","$9,336 ",23%,0.66,124,"$13,812 ",2,0,"$17,286 ",157
Rolex,126334-0017,3,"$38,154 ","$10,215 ",27%,0.65,150,"$7,631 ",0,0,$0 ,157
Rolex,126334-0010,3,"$36,000 ","$6,200 ",17%,0.72,88,"$12,000 ",3,0,"$32,600 ",157
Rolex,126334-0005,3,"$38,850 ","$8,782 ",23%,0.69,120,"$12,950 ",0,0,$0 ,157
Rolex,126333-0006,3,"$50,146 ","$9,865 ",20%,2.48,29,"$16,715 ",4,0,"$60,450 ",157
Rolex,126331-0010,3,"$45,950 ","$9,133 ",20%,1.2,61,"$15,317 ",2,0,"$27,300 ",157
Rolex,126300-0013,3,"$33,750 ","$6,801 ",20%,0.88,84,"$11,250 ",3,0,"$28,500 ",157
